recipe_title,recipe_ingredients,ingredient1,quantity1,unit1,ingredient2,quantity2,unit2,ingredient3,quantity3,unit3,ingredient4,quantity4,unit4,ingredient5,quantity5,unit5,ingredient6,quantity6,unit6,ingredient7,quantity7,unit7,ingredient8,quantity8,unit8,ingredient9,quantity9,unit9,ingredient10,quantity10,unit10,ingredient11,quantity11,unit11,ingredient12,quantity12,unit12,ingredient13,quantity13,unit13,ingredient14,quantity14,unit14,ingredient15,quantity15,unit15,ingredient16,quantity16,unit16,ingredient17,quantity17,unit17,ingredient18,quantity18,unit18,ingredient19,quantity19,unit19,ingredient20,quantity20,unit20
들깨 무 나물,"{'재료': ['무우1/2개', '대파1대'], '양념': ['꽃소금취향껏', '다진마늘1큰술', '들깨가루3큰술', '참기름2큰술', '물220ml']}",무우,1/2,개,대파,1,대,꽃소금취향껏,,,다진마늘,1,큰술,들깨가루,3,큰술,참기름,2,큰술,물,220,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소고기 보다 맛있고 쫄깃쫄깃한 표고버섯 볶음,"{'재료': ['표고버섯10개', '양파1/2개', '당근1/4개', '진간장1스푼', '굴소스1스푼', '다진마늘1/2스푼', '대파약간', '들기름1/2스푼', '통깨약간']}",표고버섯,10,개,양파,1/2,개,당근,1/4,개,진간장,1,스푼,굴소스,1,스푼,다진마늘,1/2,스푼,대파약간,,,들기름,1/2,스푼,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이어트하시분들!!닭가슴살 버섯볶음~~,"{'재료': ['닭가슴살1팩', '느타리버섯100g', '새송이버섯3개', '표고버섯5~6개', '당근1/2개', '청양고추2개'], '양념': ['간장2스푼', '소금1/2스푼', '양파기름2스푼', '통깨1스푼', '참기름약간']}",닭가슴살,1,팩,느타리버섯,100,g,새송이버섯,3,개,표고버섯,5~6,개,당근,1/2,개,청양고추,2,개,간장,2,스푼,소금,1/2,스푼,양파기름,2,스푼,통깨,1,스푼,참기름약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"콩나물, 이제 데치지 마세요 ~ 훨씬 간편하고 맛있는 볶은 콩나물","{'재료': ['콩나물450g가량'], '양념': ['소금1/2티스푼', '참기름2테이블스푼', '볶은통깨1테이블스푼', '간마늘1테이블스푼', '다진파3테이블스푼']}",콩나물,450,g가량,소금,1/2,티스푼,참기름,2,테이블스푼,볶은통깨,1,테이블스푼,간마늘,1,테이블스푼,다진파,3,테이블스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쥐포볶음 만들기 구워만 먹지말고 밑반찬으로도 만들어요,"{'재료': ['쥐포200g', '간장2T', '고추가루1T', '다진마늘1T', '미림2T', '물2T', '마요네즈1T', '조청쌀엿1T', '참기름1T', '통깨약간']}",쥐포,200,g,간장,2,T,고추가루,1,T,다진마늘,1,T,미림,2,T,물,2,T,마요네즈,1,T,조청쌀엿,1,T,참기름,1,T,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해독 다이어트] 초간단 양송이 브로콜리 볶음,"{'재료': ['브로콜리1송이', '양송이버섯15개'], '양념': ['올리브유2T', '소금1/2t', '후춧가루약간']}",브로콜리,1,송이,양송이버섯,15,개,올리브유,2,T,소금,1/2,t,후춧가루약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매콤한 밥반찬 마늘쫑어묵볶음 만들기,"{'재료': ['마늘쫑15줄기100g', '사각어묵4장150g', '오일2', '다진마늘0.5', '소금1꼬집'], '양념(밥숟가락계량)': ['간장2', '고춧가루2', '맛술1', '설탕0.5', '물7', '물엿1.5', '통깨']}",마늘쫑,15,줄기,사각어묵,4,장,오일,2,,다진마늘,0.5,,소금,1,꼬집,간장,2,,고춧가루,2,,맛술,1,,설탕,0.5,,물,7,,물엿,1.5,,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,
매운 감자 어묵 볶음 만들기,"{'재료': ['감자2개', '어묵5장', '대파1/2개', '양파1/2개', '청양고추1개', '다진마늘1T', '식용유1T', '물1/3컵', '참기름1T', '통깨1T'], '양념': ['고춧가루1.5T', '진간장3.5T', '설탕1T']}",감자,2,개,어묵,5,장,대파,1/2,개,양파,1/2,개,청양고추,1,개,다진마늘,1,T,식용유,1,T,물,1/3,컵,참기름,1,T,통깨,1,T,고춧가루,1.5,T,진간장,3.5,T,설탕,1,T,,,,,,,,,,,,,,,,,,,,,
어묵양배추케찹볶음 : 케찹넣고 찹찹,"{'재료': ['둥근긴어묵200그램', '양배추2장', '마늘2톨'], '볶음양념': ['올리브오일2큰술', '간장1큰술', '케찹1+1/2큰술', '올리고당1/2큰술', '검은깨약간']}",둥근긴어묵,200,그램,양배추,2,장,마늘,2,톨,올리브오일,2,큰술,간장,1,큰술,케찹,1+1/2,큰술,올리고당,1/2,큰술,검은깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황태채 고추장볶음,"{'재료': ['황태채2웅큼'], '양념': ['고추장2T', '설탕1/2T', '진간장1T', '참기름1/2T', '다진마늘1/2T', '카놀라유약간', '통깨1/2T']}",황태채,2,웅큼,고추장,2,T,설탕,1/2,T,진간장,1,T,참기름,1/2,T,다진마늘,1/2,T,카놀라유약간,,,통깨,1/2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오독오독 오이볶음!,"{'재료': ['오이2개', '소금1스푼', '다진마늘1스푼', '참기름1스푼', '통깨약간']}",오이,2,개,소금,1,스푼,다진마늘,1,스푼,참기름,1,스푼,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황태채볶음 만들기 밑반찬으로 별미!,"{'재료': ['황태2줌', '들기름3큰술'], '양념': ['고추장2큰술', '고춧가루0.5큰술', '참기름0.5큰술', '다진마늘1큰술', '매실액1큰술', '맛술3큰술', '진간장0.5큰술', '올리고당1큰술', '마요네즈1큰술', '깨소금약간']}",황태,2,줌,들기름,3,큰술,고추장,2,큰술,고춧가루,0.5,큰술,참기름,0.5,큰술,다진마늘,1,큰술,매실액,1,큰술,맛술,3,큰술,진간장,0.5,큰술,올리고당,1,큰술,마요네즈,1,큰술,깨소금약간,,,,,,,,,,,,,,,,,,,,,,,,,,
포실포실한 감자햄볶음,"{'재료': ['감자1개', '햄1/3캔', '올리고당1T', '진간장1T', '후춧가루약간']}",감자,1,개,햄,1/3,캔,올리고당,1,T,진간장,1,T,후춧가루약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이반찬 소고기오이볶음 영양까지 백점!,"{'주재료': ['오이1개', '소고기다짐육150g', '굵은소금0.3큰술', '통깨약간'], '소고기밑간재료': ['설탕0.5큰술', '다진마늘0.5큰술', '간장1큰술', '청주1큰술', '참기름약간', '후추약간']}",오이,1,개,소고기다짐육,150,g,굵은소금,0.3,큰술,통깨약간,,,설탕,0.5,큰술,다진마늘,0.5,큰술,간장,1,큰술,청주,1,큰술,참기름약간,,,후추약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고급진 버터버섯볶음 (feat.고기느타리버섯),"{'재료': ['고기버섯300g', '버터20g', '다진마늘1T', '소금약간', '후추약간', '파마산치즈가루약간']}",고기버섯,300,g,버터,20,g,다진마늘,1,T,소금약간,,,후추약간,,,파마산치즈가루약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국민반찬 어묵볶음만들기,"{'재료': ['사각어묵3장', '양파1/2개', '당근약간', '참깨', '식용유'], '양념': ['고춧가루1큰술', '간장1큰술', '참기름1작은술', '굴소스1큰술', '올리고당1+1/2큰술', '다진마늘1작은술']}",사각어묵,3,장,양파,1/2,개,당근약간,,,참깨,,,식용유,,,고춧가루,1,큰술,간장,1,큰술,참기름,1,작은술,굴소스,1,큰술,올리고당,1+1/2,큰술,다진마늘,1,작은술,,,,,,,,,,,,,,,,,,,,,,,,,,,
한 입에 쏙! 방울 양배추 소세지 볶음,"{'재료': ['방울양배추', '브로콜리', '소세지', '마늘', '소금', '후추', '올리브오일']}",방울양배추,,,브로콜리,,,소세지,,,마늘,,,소금,,,후추,,,올리브오일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꽈리고추 어묵볶음,"{'재료': ['어묵400g', '꽈리고추300g', '마늘7톨', '깨약간'], '양념': ['설탕1T', '고춧가루1T', '양조간장3T', '맛술1T', '올리고당1T', '들기름1T']}",어묵,400,g,꽈리고추,300,g,마늘,7,톨,깨약간,,,설탕,1,T,고춧가루,1,T,양조간장,3,T,맛술,1,T,올리고당,1,T,들기름,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맛있는 밑반찬 백종원 가지볶음,"{'재료': ['가지2개', '고추1개', '양파1/4개', '대파1대', '참기름1큰술', '통깨0.5큰술'], '양념장': ['간장2큰술', '굴소스1큰술', '설탕1큰술', '다진마늘0.5큰술', '고추가루0.5큰술']}",가지,2,개,고추,1,개,양파,1/4,개,대파,1,대,참기름,1,큰술,통깨,0.5,큰술,간장,2,큰술,굴소스,1,큰술,설탕,1,큰술,다진마늘,0.5,큰술,고추가루,0.5,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,
백종원 어묵볶음 만드는법 간단하면서 맛있다,"{'재료': ['어묵210g', '당근1/2개', '양파1/2개', '마늘6~7톨'], '양념': ['설탕1큰술', '간장3큰술', '참기름1큰술', '소금0.5작은술', '식용유2큰술', '파조금', '통깨조금']}",어묵,210,g,당근,1/2,개,양파,1/2,개,마늘,6~7,톨,설탕,1,큰술,간장,3,큰술,참기름,1,큰술,소금,0.5,작은술,식용유,2,큰술,파조금,,,통깨조금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매콤어묵볶음 한끝차이로 맛의 레벨이 다른 밑반찬,"{'재료': ['어묵2장', '양파1/4개정도', '다진마늘', '다진파'], '양념': ['간장1T', '설탕0.5T', '고추가루0.5T', '참기름0.5T']}",어묵,2,장,양파,1/4,개정도,다진마늘,,,다진파,,,간장,1,T,설탕,0.5,T,고추가루,0.5,T,참기름,0.5,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
탱글탱글~ 새우 청경채 볶음,"{'재료': ['새우1대접', '청경채4개'], '양념': ['굴소스1큰술', '간장1/2큰술', '다진마늘1/2큰술', '생강&매실맛술1큰술', '후추톡톡']}",새우,1,대접,청경채,4,개,굴소스,1,큰술,간장,1/2,큰술,다진마늘,1/2,큰술,생강,,,후추톡톡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두부버섯볶음 # 두부반찬 최고야 # 근사한 밥반찬,"{'재료': ['두부380g', '버섯1/2팩', '청양고추5개'], '양념': ['소금톡톡', '다진마늘2T', '진간장4T', '올리고당3T', '참기름2T']}",두부,380,g,버섯,1/2,팩,청양고추,5,개,소금톡톡,,,다진마늘,2,T,진간장,4,T,올리고당,3,T,참기름,2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이 반찬/초 간단 어묵 채 볶음,"{'재료': ['사가어묵(2장)170g'], '양념': ['굴소스1/2큰술', '올리고당1큰술', '통깨솔솔', '올리브유적당량']}",사가어묵,,,굴소스,1/2,큰술,올리고당,1,큰술,통깨솔솔,,,올리브유적당량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"소세지야채볶음 황금레시피, 쏘야 맛있게만들기","{'재료': ['비엔나소세지', '양파1/3', '파프리카1/3', '당근1/3', '식용유'], '양념': ['케찹2T', '고추장1T', '굴소스1T', '올리고당1T', '다진마늘1/3T']}",비엔나소세지,,,양파,1/3,,파프리카,1/3,,당근,1/3,,식용유,,,케찹,2,T,고추장,1,T,굴소스,1,T,올리고당,1,T,다진마늘,1/3,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"미국식 중식 사이드메뉴, 초간단 브로콜리 볶음","{'재료': ['브로콜리2송이', '간마늘1T', '간장1T', '흑설탕1/4t', '참기름1t']}",브로콜리,2,송이,간마늘,1,T,간장,1,T,흑설탕,1/4,t,참기름,1,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새송이 어묵볶음 오늘의 반찬,"{'어묵볶음 재료': ['사각어묵3장', '새송이버섯2개', '양파1/2개', '청양고추1개', '홍고추1/2개', '대파1/2대', '다진마늘1T', '식용유5T', '후춧가루약간', '통깨약간'], '양념 재료': ['진간장2+1/2T', '설탕1t', '맛술1T', '굴소스1t', '고추가루1T', '물엿1T', '물50cc']}",사각어묵,3,장,새송이버섯,2,개,양파,1/2,개,청양고추,1,개,홍고추,1/2,개,대파,1/2,대,다진마늘,1,T,식용유,5,T,후춧가루약간,,,통깨약간,,,진간장,2+1/2,T,설탕,1,t,맛술,1,T,굴소스,1,t,고추가루,1,T,물엿,1,T,물,50,cc,,,,,,,,,
건새우볶음 간단한 밑반찬 레시피 ~!,"{'재료': ['건새우2줌'], '양념': ['케찹2큰술', '간장1큰술', '올리고당1큰술', '설탕1/2큰술']}",건새우,2,줌,케찹,2,큰술,간장,1,큰술,올리고당,1,큰술,설탕,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초간단! 충무김밥 오뎅볶음(어묵볶음) 만들기,"{'재료': ['어묵3장', '양파1/2개'], '양념': ['올리브유적당량', '간장4숟가락', '고추가루3숟가락', '올리고당3숟가락', '청양고추1~2개']}",어묵,3,장,양파,1/2,개,올리브유적당량,,,간장,4,숟가락,고추가루,3,숟가락,올리고당,3,숟가락,청양고추,1~2,개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도시락반찬메뉴 브로컬리새우볶음,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백파더의 비밀을?! 느끼함이 전혀 없는 백종원의 어묵볶음,"{'필수 재료': ['사각어묵3장', '양파1/2개', '대파1대', '청양고추2개', '다진마늘1/2숟가락', '설탕1숟가락', '간장3숟가락', '식용유2숟가락', '물1/2종이컵', '참기름1/2숟가락']}",사각어묵,3,장,양파,1/2,개,대파,1,대,청양고추,2,개,다진마늘,1/2,숟가락,설탕,1,숟가락,간장,3,숟가락,식용유,2,숟가락,물,1/2,종이컵,참기름,1/2,숟가락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명엽채볶음,"{'재료': ['명엽채300g', '간장3T', '다진마늘1T', '올리고당2T', '마요네즈1T', '후춧가루약간', '참기름1T']}",명엽채,300,g,간장,3,T,다진마늘,1,T,올리고당,2,T,마요네즈,1,T,후춧가루약간,,,참기름,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입맛 돌아오는 중멸치고추장볶음~,"{'재료': ['중멸치100g', '호두50g'], '양념(밥숟가락 계량)': ['설탕1숟가락', '고춧가루1숟가락', '다진마늘1숟가락', '고추장듬뿍2숟가락', '맛술3숟가락', '물엿1숟가락', '식용유3숟가락', '올리고당1숟가락', '참기름1숟가락', '통깨']}",중멸치,100,g,호두,50,g,설탕,1,숟가락,고춧가루,1,숟가락,다진마늘,1,숟가락,고추장듬뿍,2,숟가락,맛술,3,숟가락,물엿,1,숟가락,식용유,3,숟가락,올리고당,1,숟가락,참기름,1,숟가락,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,
국민반찬 '어묵볶음',"{'재료': ['사각어묵4장', '양파1/2개', '파조금', '다진마늘1/2큰술', '설탕1/2큰술', '맛간장(시판용가능)2큰술', '통깨1작은술', '참기름1/2작은술', '식용유2큰술', '생수2큰술']}",사각어묵,4,장,양파,1/2,개,파조금,,,다진마늘,1/2,큰술,설탕,1/2,큰술,맛간장(시판용가능),2,큰술,통깨,1,작은술,참기름,1/2,작은술,식용유,2,큰술,생수,2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시골스타일 <가지나물> 부모님이좋아해,"{'재료': ['가지2개', '간장3T', '설탕1T', '매실엑기스1T', '다진파3T', '다진마늘1/2T', '청양고추1개', '참기름1/2T', '깨1/2T']}",가지,2,개,간장,3,T,설탕,1,T,매실엑기스,1,T,다진파,3,T,다진마늘,1/2,T,청양고추,1,개,참기름,1/2,T,깨,1/2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙주요리 계란 새우 숙주볶음 초간단반찬!,"{'재료': ['숙주2-3줌', '계란2개', '새우10마리', '양파1/2개', '청양고추1개', '대파', '청주1스푼', '소금', '후추', '굴소스2스푼', '진간장1스푼', '다진마늘1스푼', '참기름1/2스푼', '후추', '통깨']}",숙주,2-3,줌,계란,2,개,새우,10,마리,양파,1/2,개,청양고추,1,개,대파,,,청주,1,스푼,소금,,,후추,,,굴소스,2,스푼,진간장,1,스푼,다진마늘,1,스푼,참기름,1/2,스푼,후추,,,통깨,,,,,,,,,,,,,,,,,
따총쵸지단..(파향을 낸 게맛살 달걀볶음) 중국가정식 2편,"{'재료': ['통통한게맛살3개', '대파1대', '통마늘3개', '올리브유3t(포도씨유)', '굴소스0.5t(진간장)', '후추1꼬집', '참기름1방울', '통깨1꼬집', '돼지고기다짐육50g)'], '달걀물': ['달걀2개', '우유한컵(소주잔)', '볶은천일염1꼬집', '참기름1방울'], '알짜비법 소스': ['양파고추장아찌물2T']}",통통한게맛살,3,개,대파,1,대,통마늘,3,개,올리브유,3,t,굴소스,0.5,t,후추,1,꼬집,참기름,1,방울,통깨,1,꼬집,돼지고기다짐육,50,g,달걀,2,개,우유한컵(소주잔),,,볶은천일염,1,꼬집,참기름,1,방울,양파고추장아찌물,2,T,,,,,,,,,,,,,,,,,,
편의점표 볶음김치 따라잡기~!,"{'재료': ['김치', '설탕', '다시다', '참기름', '식용유']}",김치,,,설탕,,,다시다,,,참기름,,,식용유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어묵볶음,"{'재료': ['납작어묵3장', '양파1/2개', '청양고추3개'], '양념': ['식용유4숟가락', '간장3숟가락', '고추가루1/2숟가락', '마늘1/2숟가락', '물엿2숟가락', '깨조금']}",납작어묵,3,장,양파,1/2,개,청양고추,3,개,식용유,4,숟가락,간장,3,숟가락,고추가루,1/2,숟가락,마늘,1/2,숟가락,물엿,2,숟가락,깨조금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"어묵볶음, 초간단 밑반찬, 간장양념 짭쪼름달달한 어묵볶음","{'재료': ['사각어묵5장', '맛살(선택)3줄', '비엔나소시지(선택)10개', '양파1/2개', '식용유약간'], '양념': ['맛소금1꼬집', '후추약간', '간장2T', '올리고당3T']}",사각어묵,5,장,맛살(선택),3,줄,비엔나소시지(선택),10,개,양파,1/2,개,식용유약간,,,맛소금,1,꼬집,후추약간,,,간장,2,T,올리고당,3,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오징어채 버터볶음,"{'재료': ['오징어채100g', '버터1숟갈'], '양념': ['설탕1/2숟갈', '간장1숟갈', '물1숟갈', '올리고당1숟갈', '통깨약간']}",오징어채,100,g,버터,1,숟갈,설탕,1/2,숟갈,간장,1,숟갈,물,1,숟갈,올리고당,1,숟갈,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이들반찬. 진미채볶음 인기만점!!,"{'재료': ['진미채1줌'], '양념': ['간장1수저', '설탕1수저', '올리고당1수저', '들기름1수저', '깨약간']}",진미채,1,줌,간장,1,수저,설탕,1,수저,올리고당,1,수저,들기름,1,수저,깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"청경채버섯볶음ㅡ원팬요리
도시락반찬","{'재료': ['청경채1봉', '팽이버섯1봉'], '양념': ['굴소스1+1/2큰술', '깨조금', '참기름1큰술']}",청경채,1,봉,팽이버섯,1,봉,굴소스,1+1/2,큰술,깨조금,,,참기름,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가지돼지고기볶음.가지요리,"{'재료': ['가지4개', '다진돼지고기400g'], '볶음양념': ['진간장4큰술', '맛술2큰술', '매실액2큰술', '다진마늘1/3작은술', '육수3큰술', '후추가루톡톡톡', '들기름적당량', '통깨약간']}",가지,4,개,다진돼지고기,400,g,진간장,4,큰술,맛술,2,큰술,매실액,2,큰술,다진마늘,1/3,작은술,육수,3,큰술,후추가루톡톡톡,,,들기름적당량,,,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김치들기름볶음 달달 볶아봤어요.,"{'재료': ['김장김치', '들기름', '마늘', '설탕', '통깨']}",김장김치,,,들기름,,,마늘,,,설탕,,,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"표고버섯볶음 , 쫄깃쫄깃한 밑반찬","{'재료': ['표고버섯18개', '양파1/2개', '다진마늘1T'], '소스': ['소금1/3T', '굴소스1T', '집간장1T', '설탕3꼬집', '식용유2T', '깨소금1T', '참기름1T', '후추약간'], '고명': ['대파약간', '미니파프리카1개']}",표고버섯,18,개,양파,1/2,개,다진마늘,1,T,소금,1/3,T,굴소스,1,T,집간장,1,T,설탕,3,꼬집,식용유,2,T,깨소금,1,T,참기름,1,T,후추약간,,,대파약간,,,미니파프리카,1,개,,,,,,,,,,,,,,,,,,,,,
(초간단) 최애 반찬 부드러운 진미채 만들기,"{'재료': ['진미채한줌약180g', '마늘취향껏', '청양고추취향껏'], '양념': ['고추장2큰술', '고춧가루1큰술', '설탕2큰술', '간장1.5큰술', '올리고당1큰술', '참기름1큰술', '마요네즈1큰술', '맛술1큰술']}",진미채한줌약,180,g,마늘취향껏,,,청양고추취향껏,,,고추장,2,큰술,고춧가루,1,큰술,설탕,2,큰술,간장,1.5,큰술,올리고당,1,큰술,참기름,1,큰술,마요네즈,1,큰술,맛술,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,
초간단 간장꽈리고추볶음,"{'재료': ['꽈리고추30개'], '양념': ['식용유2숟갈', '간마늘1숟갈', '진간장2숟갈', '올리고당1숟갈', '참기름1숟갈', '통깨팍팍~']}",꽈리고추,30,개,식용유,2,숟갈,간마늘,1,숟갈,진간장,2,숟갈,올리고당,1,숟갈,참기름,1,숟갈,통깨팍팍,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가지와 파프리카 있으시죠? 입맛 없을 때 입맛을 살려 줘요.,"{'재료': ['가지1개', '전분1Ts', '양파1/2개', '마늘2톨', '청양고추1개', '파프리카1/2개', '식초3Ts', '설탕2Ts', '소금2꼬집']}",가지,1,개,전분,1,Ts,양파,1/2,개,마늘,2,톨,청양고추,1,개,파프리카,1/2,개,식초,3,Ts,설탕,2,Ts,소금,2,꼬집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소시지 야채볶음,"{'재료': ['소시지200g', '양파1/2개', '파프리카1/2개', '브로콜리1/2개(100g)'], '양념재료': ['고추장1큰술', '간장1/2큰술', '매실청1큰술', '케첩2큰술', '굴소스1큰술', '다진마늘1/2큰술', '올리고당1/2큰술']}",소시지,200,g,양파,1/2,개,파프리카,1/2,개,브로콜리,1/2,개,고추장,1,큰술,간장,1/2,큰술,매실청,1,큰술,케첩,2,큰술,굴소스,1,큰술,다진마늘,1/2,큰술,올리고당,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,
